Model,Year,Price
Bronco Sport Big Bend,2023,27993.0
Bronco Sport Big Bend,2024,27594.571428571428
Bronco Sport Heritage,2023,30448.5
Bronco Sport Outer Banks,2022,24398.5
Bronco Sport Outer Banks,2023,29524.0
Bronco Sport Outer Banks,2024,34648.0
Bronco Wildtrak,2021,40278.5
Bronco Wildtrak,2022,44488.0
C-Class,2018,21998.0
C-Class,2022,36998.0
C-Class *C63 AMG* *P31 AMG Development Package*,2011,44900.0
C-Class 4MATIC,2015,11917.0
C-Class 4MATIC,2016,12499.0
C-Class 4MATIC,2017,28310.0
C-Class 4MATIC,2018,20193.666666666668
C-Class 4MATIC,2020,32888.0
C-Class 4MATIC Sedan,2021,26435.0
C-Class 4MATIC Sedan,2022,33360.5
C-Class C 300,2016,15295.0
C-Class C 300,2018,21925.0
C-Class C 300,2022,34995.0
C-Class C 300,2024,42831.333333333336
C-Class C 300,2025,49674.875
C-Class C 300 4MATIC,2017,18193.75
C-Class C 300 4MATIC,2018,25995.0
C-Class C 300 4MATIC,2019,23671.5
C-Class C 300 4MATIC Sport,2012,11985.0
C-Class C 300 4MATIC Sport,2014,11972.5
C-Class C 300 4MATIC Sport,2015,10995.0
C-Class C 300 4MATIC Sport,2016,17995.0
C-Class C 300 Exclusive/Driver Assistance,2024,45444.0
C-Class C 450 AMG 4MATIC,2016,19995.0
C-Class Cabriolet,2017,26995.0
C-Class Luxury,2010,6495.0
C-Class Sedan,2018,19295.0
C-Class Sport,2008,5995.0
C-Class Sport,2012,7950.0
C-Class Sport 4MATIC,2012,14995.0
C-HR LE,2020,20481.0
C-HR LE,2021,21991.5
C-HR Limited,2019,23977.0
C-Max Energi SE,2017,11499.0
C-Max Hybrid SE,2015,12599.0
C-Max Hybrid SE,2018,11981.0
C-Max Hybrid SEL,2013,11749.0
C40 Recharge Pure Electric Twin Ultimate,2023,35798.0
CC 2.0T Sport,2017,11979.0
CC 2.0T Sport Plus,2013,12896.0
CC 3.6L VR6 Executive,2014,13440.0
CC R-Line,2012,6999.0
CLA 250 4MATIC,2017,13477.0
CLA 250 4MATIC,2019,19499.0
CLA 250 4MATIC,2020,25925.0
CLA 250 4MATIC,2021,25955.0
CLA 250 4MATIC,2023,34685.0
CLA 250 4MATIC,2025,44619.57142857143
CLA 250 Base,2018,16470.5
CLA 250 Base,2019,13995.0
CLA 250 Base,2023,30985.0
CLA-Class 4MATIC,2014,12995.0
CLA-Class 4MATIC,2015,15998.0
CLA-Class 4MATIC,2016,15034.75
CLA-Class Base,2014,11607.5
CLE 300 4MATIC Coupe,2024,58990.0
CLE 300 4MATIC Coupe,2025,54977.0
CLK-Class 500 Cabriolet,2004,12995.0
CLK-Class CLK63 AMG Black Series,2008,109800.0
CLS 450 Base,2019,35288.0
CLS 450 Base,2020,36111.0
CLS 450 Base,2021,44355.0
CLS 450 Base,2022,48399.0
CLS 450 Base 4MATIC,2019,28400.0
CLS-Class CLS 400 4MATIC,2015,21981.0
CLS-Class CLS 63 AMG,2013,16995.0
CR-V 2WD EX,2021,24573.0
CR-V AWD EX,2020,22250.0
CR-V AWD EX,2021,26595.0
CR-V AWD EX,2022,25537.0
CR-V AWD EX-L,2020,27764.666666666668
CR-V AWD EX-L,2022,28189.333333333332
CR-V AWD LX,2020,20695.0
CR-V EX,2006,7500.0
CR-V EX,2011,11300.0
CR-V EX,2013,12304.5
CR-V EX,2014,13691.666666666666
CR-V EX,2015,15749.666666666666
CR-V EX,2016,13300.0
CR-V EX,2017,19143.0
CR-V EX,2018,21725.0
CR-V EX,2019,23949.0
CR-V EX,2021,20755.0
CR-V EX AWD,2024,32888.0
CR-V EX AWD,2025,33915.0
CR-V EX-L,2010,11150.0
CR-V EX-L,2011,12995.0
CR-V EX-L,2012,11299.5
CR-V EX-L,2013,12943.666666666666
CR-V EX-L,2014,14990.0
CR-V EX-L,2015,16923.0
CR-V EX-L,2016,19539.0
CR-V EX-L,2017,18964.333333333332
CR-V EX-L,2018,21350.166666666668
CR-V EX-L,2019,18800.0
CR-V EX-L,2020,21190.5
CR-V EX-L,2021,29364.0
CR-V EX-L,2022,27142.0
CR-V EX-L,2025,36200.0
CR-V EX-L AWD,2020,26995.0
CR-V EX-L AWD,2023,31992.0
CR-V EX-L AWD,2024,32775.0
CR-V EX-L AWD,2025,35428.0
CR-V Hybrid EX-L,2021,31500.0
CR-V Hybrid EX-L,2022,31664.0
CR-V Hybrid Sport,2023,31377.0
CR-V Hybrid Sport,2024,31823.666666666668
CR-V Hybrid Sport Touring,2023,35246.5
CR-V Hybrid Sport Touring,2024,38244.5
CR-V Hybrid Sport Touring,2025,39980.0
CR-V Hybrid Sport-L,2024,36694.5
CR-V Hybrid Sport-L,2025,37984.0
CR-V Hybrid Touring,2020,28795.0
CR-V Hybrid Touring,2021,30195.0
CR-V LX,2010,9107.5
CR-V LX,2011,9850.0
CR-V LX,2012,9450.0
CR-V LX,2013,13358.0
CR-V LX,2014,10693.666666666666
CR-V LX,2016,17998.0
CR-V LX,2017,16733.0
CR-V LX,2019,20414.0
CR-V LX AWD,2024,28296.0
CR-V SE,2016,17460.666666666668
CR-V Touring,2015,19992.0
CR-V Touring,2017,19412.333333333332
CR-V Touring,2018,21387.5
CR-V Touring,2019,26995.0
CR-V Touring,2022,29888.0
CR-Z Base CVT,2013,5999.0
CT4 Premium Luxury,2020,29495.0
CT4 Premium Luxury,2021,27994.0
CT4 Premium Luxury,2022,24264.0
CT4 Premium Luxury,2023,26662.666666666668
CT4 Sport,2020,29465.0
CT4 Sport,2021,25472.0
CT4 Sport,2023,32998.0
CT4 V-Series,2020,37995.0
CT5 Premium Luxury AWD,2022,36998.0
CT5 Premium Luxury RWD,2020,29995.0
CT5 Premium Luxury RWD,2023,41899.0
CT5 Premium Luxury RWD,2024,40950.0
CT5 Sport RWD,2020,25896.0
CT5 Sport RWD,2023,37456.5
CT6 3.6L Premium Luxury,2017,17995.0
CTS 2.0L Turbo,2015,14699.0
CTS 2.0L Turbo Luxury,2015,16985.0
CTS Premium,2011,9995.0
CX-3 Sport,2019,18395.0
CX-3 Touring,2017,15795.0
CX-3 Touring,2019,15495.0
CX-30 2.5 S,2024,25314.0
CX-30 2.5 S Carbon Edition,2024,25997.5
CX-30 2.5 S Carbon Edition,2025,30991.0
CX-30 2.5 S Preferred Package,2024,28998.0
CX-30 2.5 S Premium Package,2022,24749.0
CX-30 2.5 S Select Package,2022,21926.0
CX-30 2.5 S Select Sport,2024,27998.0
CX-30 Base,2021,15900.0
CX-30 Base,2022,23000.0
CX-30 Base,2023,25802.5
CX-30 Base,2024,26857.0
CX-30 Base,2025,25895.0
CX-30 Preferred,2021,20800.0
CX-30 Preferred,2022,22185.0
CX-30 Preferred,2023,24764.0
CX-30 Preferred,2024,24300.0
CX-30 Premium Package,2021,22898.0
CX-30 Premium Package,2022,23988.0
CX-30 Select,2020,18999.0
CX-30 Select,2021,15897.0
CX-30 Select,2024,24760.25
CX-30 Select,2025,26224.0
CX-30 Turbo,2022,23000.0
CX-30 Turbo Premium Package,2021,22900.0
CX-5 2.5 Carbon Turbo,2024,35361.0
CX-5 2.5 S,2023,21200.0
CX-5 2.5 S Carbon Edition,2024,27677.0
CX-5 2.5 S Preferred,2022,24979.5
CX-5 2.5 S Preferred,2023,24751.333333333332
CX-5 2.5 S Preferred Package,2022,26998.0
CX-5 2.5 S Preferred Package,2025,30990.0
CX-5 2.5 S Premium,2022,25097.0
CX-5 2.5 S Premium Plus,2022,26106.0
CX-5 2.5 S Premium Plus,2023,26300.0
CX-5 2.5 S Premium Plus Package,2022,27995.0
CX-5 2.5 S Select,2022,23914.0
CX-5 2.5 S Select Package,2024,26539.0
CX-5 2.5 Turbo,2022,28314.0
CX-5 2.5 Turbo,2023,31545.0
CX-5 2.5 Turbo Signature,2023,32664.0
CX-5 2.5T,2023,31977.0
CX-5 Carbon Edition,2023,27942.0
CX-5 Carbon Edition,2024,26949.0
CX-5 Carbon Edition,2025,29922.0
CX-5 Carbon Edition Turbo,2021,21999.0
CX-5 Grand Touring,2013,10995.0
CX-5 Grand Touring,2015,15173.0
CX-5 Grand Touring,2016,17094.5
CX-5 Grand Touring,2018,15995.0
CX-5 Grand Touring,2019,23301.0
CX-5 Grand Touring,2020,19795.0
CX-5 Grand Touring Reserve,2021,26295.0
CX-5 Preferred,2025,31394.5
CX-5 Select,2025,29614.0
CX-5 Signature,2019,22995.0
CX-5 Signature,2021,24988.5
CX-5 Signature,2022,24977.0
CX-5 Sport,2016,13495.0
CX-5 Sport,2021,19128.0
CX-5 Touring,2013,16000.0
CX-5 Touring,2014,11996.0
CX-5 Touring,2015,14998.0
CX-5 Touring,2018,21895.0
CX-5 Touring,2019,19495.0
CX-5 Touring,2020,18228.0
CX-5 Touring,2021,23313.0
CX-5 Turbo,2022,25998.0
CX-50 2.5 S Preferred Package,2024,27616.666666666668
CX-50 2.5 S Preferred Plus Package,2023,25414.0
CX-50 2.5 S Premium,2024,28549.0
CX-50 2.5 S Premium Package,2025,32909.0
CX-50 2.5 S Premium Plus Package,2024,34590.0
CX-50 2.5 S Select,2024,28613.0
CX-50 2.5 S Select Package,2024,28795.0
CX-50 2.5 Turbo Meridian Edition,2025,38790.0
CX-50 2.5 Turbo Premium Package,2025,39424.0
CX-50 2.5 Turbo Premium Plus,2025,41998.0
CX-50 2.5 Turbo Premium Plus Package,2024,37795.0
CX-50 Turbo,2024,36998.0
CX-7 i SV,2010,7977.0
CX-70 3.3 Turbo S Premium Plus,2025,48138.0
CX-70 PHEV Premium,2025,46495.0
CX-70 PHEV Premium Plus,2025,47795.0
CX-70 PR,2025,45995.0
CX-9 Carbon Edition,2021,29070.5
CX-9 Carbon Edition,2023,29781.5
CX-9 Grand Touring,2018,21956.5
CX-9 Grand Touring,2021,26166.0
CX-9 Grand Touring,2022,30137.333333333332
CX-9 Grand Touring,2023,32224.0
CX-9 Signature,2016,16295.0
CX-9 Signature,2018,22950.0
CX-9 Signature,2021,28295.0
CX-9 Signature,2022,29910.0
CX-9 Sport,2020,22995.0
CX-9 Sport,2022,25410.5
CX-9 Touring,2021,24746.0
CX-9 Touring,2022,27177.0
CX-9 Touring,2023,28167.75
CX-9 Touring Plus,2023,25914.0
CX-90 3.3 Turbo Preferred Plus,2024,37230.0
CX-90 3.3 Turbo Premium,2024,37704.5
CX-90 3.3 Turbo Premium Plus,2024,42981.0
CX-90 3.3 Turbo S,2024,38023.333333333336
CX-90 3.3 Turbo S Premium Plus,2024,40289.0
CX-90 PHEV Base,2024,42133.666666666664
CX-90 Premium,2024,40244.0
Camaro 1LT,2023,24499.5
Camaro 1SS,2022,46895.0
Camaro 2LS,2012,12995.0
Camaro 2LT,2016,16995.0
Camaro IROC Z 2dr Hatchback,1989,34754.0
Camaro RWD Coupe LT1,2021,33540.0
Camaro RWD Coupe LT1,2022,36300.0
Camry,2016,16788.0
Camry CE,2007,8728.0
Camry Hybrid Base,2007,5599.0
Camry Hybrid LE,2013,13950.0
Camry Hybrid LE,2019,21895.0
Camry Hybrid LE,2022,24998.0
Camry Hybrid SE,2022,27889.0
Camry Hybrid SE,2024,30998.0
Camry Hybrid XLE,2014,13797.0
Camry Hybrid XLE,2018,19995.0
Camry Hybrid XLE,2021,25415.0
Camry L,2014,9999.0
Camry L,2019,21300.0
Camry LE,2002,8950.0
Camry LE,2009,15985.0
Camry LE,2012,10550.0
Camry LE,2014,16998.0
Camry LE,2018,16499.0
Camry LE,2020,20991.666666666668
Camry LE,2021,16997.0
Camry LE,2023,22223.25
Camry LE,2025,30101.25
Camry SE,2013,13995.0
Camry SE,2015,15339.0
Camry SE,2016,12553.0
Camry SE,2018,19805.0
Camry SE,2019,19998.0
Camry SE,2020,19316.5
Camry SE,2021,24286.6
Camry SE,2022,24829.666666666668
Camry SE,2023,23166.636363636364
Camry SE,2024,26044.8
Camry SE,2025,33294.5
Camry Solara SE V6,2000,3950.0
Camry Solara SLE,2008,8925.0
Camry XLE,2007,7859.0
Camry XLE,2012,12995.0
Camry XLE,2018,22498.0
Camry XLE,2019,22999.0
Camry XLE,2023,28800.0
Camry XSE,2018,21999.0
Camry XSE,2019,26449.0
Camry XSE,2022,29699.0
Camry XSE,2023,30523.0
Camry XSE,2024,41840.0
Camry XSE,2025,43488.0
Canyon AT4 w/Cloth,2021,30820.0
Canyon AT4 w/Leather,2022,32675.0
Canyon All Terrain,2019,20508.0
Canyon Base,2023,41900.0
Canyon Denali,2017,23995.0
Canyon Denali,2018,24785.0
Canyon Denali,2021,29877.0
Canyon Denali,2022,35760.0
Canyon Denali,2023,43100.5
Canyon Elevation,2022,28490.0
Canyon Elevation,2024,41881.0
Canyon Elevation Standard,2022,25472.0
Canyon SLE,2015,19992.5
Canyon SLE,2018,20995.0
Canyon SLT,2015,17995.0
Canyon SLT,2017,20875.5
Captiva Sport 2LS,2012,2950.0
Captiva Sport LT,2015,7644.0
Carnival EX,2025,40000.0
Carnival LX,2023,30902.5
Carnival LX,2024,34995.0
Carnival LXS,2022,26420.0
Carnival SX Prestige,2024,41928.0
Cascada Premium,2016,17891.5
Cascada Premium,2017,17343.0
Cascada Sport Touring,2018,18995.0
Cayenne,2024,91000.0
Cayenne **PORSCHE CERTIFIED**,2024,93000.0
Cayenne Base,2009,13945.0
Cayenne Base,2016,20995.0
Cayenne Base,2024,77837.0
Cayenne Base,2025,92999.0
Cayenne E-Hybrid S,2017,20980.0
Cayenne GTS,2021,76489.5
Cayenne PANORAMIC ROOF-19Wheels,2021,49888.0
Cayenne S,2011,8977.0
Cayenne S,2024,99980.0
Cayenne Turbo,2020,65000.0
Challenger GT,2017,17980.0
Challenger GT,2018,20900.0
Challenger GT,2021,26147.5
Challenger GT,2022,23836.2
Challenger GT,2023,32425.333333333332
Challenger R/T,2019,28998.0
Challenger R/T,2021,25896.0
Challenger R/T,2022,32847.5
Challenger R/T Scat Pack,2019,37995.0
Challenger R/T Scat Pack,2022,41498.0
Challenger SXT,2012,16985.0
Challenger SXT,2018,16990.0
Challenger SXT,2019,17777.5
Challenger SXT,2020,23240.0
Challenger SXT,2022,22000.0
Challenger SXT,2023,23723.5
Cherokee 4xe,2022,37998.0
Cherokee 4xe 4xe,2023,37910.0
Cherokee 4xe Anniversary Edition,2024,41894.0
Cherokee 4xe Base,2022,30844.666666666668
Cherokee 4xe Base,2023,30423.875
Cherokee 4xe Base,2024,35995.0
Cherokee 4xe Overland,2023,38334.0
Cherokee 4xe Overland,2024,48971.5
Cherokee 4xe Summit,2022,38044.0
Cherokee 4xe Summit Reserve,2023,51994.0
Cherokee 4xe Trailhawk,2024,48647.5
Cherokee 75th Anniversary,2016,16900.0
Cherokee 80th Anniversary 4X4,2021,30302.5
Cherokee 80th Anniversary Edition,2021,30957.0
Cherokee Altitude,2015,12843.333333333334
Cherokee Altitude,2018,19796.666666666668
Cherokee Altitude,2019,18494.333333333332
Cherokee Altitude,2020,20976.2
Cherokee Altitude,2022,30121.333333333332
Cherokee Altitude,2023,31180.75
Cherokee Altitude,2024,33994.5
Cherokee Altitude,2025,41900.0
Cherokee Altitude Lux,2023,22444.0
Cherokee High Altitude,2018,19149.5
Cherokee High Altitude,2019,28478.0
Cherokee High Altitude,2020,30372.0
Cherokee L Altitude,2021,31495.0
Cherokee L Altitude,2022,29963.0
Cherokee L Altitude,2023,30966.75
Cherokee L Laredo,2021,29995.666666666668
Cherokee L Laredo,2022,31149.666666666668
Cherokee L Laredo,2023,29342.166666666668
Cherokee L Laredo,2024,40988.0
Cherokee L Limited,2021,29751.777777777777
Cherokee L Limited,2022,32494.444444444445
Cherokee L Limited,2023,33679.77777777778
Cherokee L Limited,2024,40772.0
Cherokee L Overland,2021,35448.4
Cherokee L Overland,2022,36265.0
Cherokee L Overland,2023,41048.8
Cherokee L Overland,2024,57694.0
Cherokee L Summit,2021,40594.5
Cherokee L Summit,2023,48256.25
Cherokee LIMITED,2023,30255.0
Cherokee Laredo,2011,9995.0
Cherokee Laredo,2012,8945.0
Cherokee Laredo,2015,12449.5
Cherokee Laredo,2020,22245.0
Cherokee Laredo,2021,24546.666666666668
Cherokee Laredo,2022,29662.0
Cherokee Laredo,2023,27497.0
Cherokee Laredo,2024,29928.333333333332
Cherokee Laredo,2025,36758.0
Cherokee Laredo E,2018,17899.0
Cherokee Laredo X,2021,28674.0
Cherokee Latitude,2014,11944.0
Cherokee Latitude,2015,11361.0
Cherokee Latitude,2016,11095.333333333334
Cherokee Latitude,2017,15295.0
Cherokee Latitude,2018,13597.0
Cherokee Latitude,2019,15970.6
Cherokee Latitude,2020,14797.5
Cherokee Latitude Lux,2021,22799.666666666668
Cherokee Latitude Lux,2022,24886.0
Cherokee Latitude Plus,2018,13330.0
Cherokee Latitude Plus,2019,15692.625
Cherokee Latitude Plus,2020,21499.0
Cherokee Limited,2014,12414.666666666666
Cherokee Limited,2015,14180.4
Cherokee Limited,2016,10480.0
Cherokee Limited,2017,16883.166666666668
Cherokee Limited,2018,18707.666666666668
Cherokee Limited,2019,19925.6
Cherokee Limited,2020,21459.75
Cherokee Limited,2021,24211.0
Cherokee Limited,2022,28497.5
Cherokee Limited,2023,35220.5
Cherokee Limited,2024,45998.0
Cherokee Limited X,2015,12998.0
Cherokee Limited X,2017,17196.666666666668
Cherokee Limited X,2018,17457.0
Cherokee Limited X,2019,23974.14285714286
Cherokee Limited X,2020,21453.2
Cherokee Limited X,2021,26649.666666666668
Cherokee Limited X,2022,29588.5
Cherokee Limited X,2023,32510.833333333332
Cherokee Limited X,2024,41566.25
Cherokee Overland,2014,8950.0
Cherokee Overland,2015,15062.5
Cherokee Overland,2017,17756.0
Cherokee Overland,2018,21378.0
Cherokee Overland,2021,30363.0
Cherokee Overland,2024,50688.0
Cherokee Sport,2015,9790.0
Cherokee Sport,2017,11899.0
Cherokee Sterling Edition,2018,16224.5
Cherokee Summit,2014,16998.0
Cherokee Summit,2018,20980.0
Cherokee Summit,2019,29998.0
Cherokee Summit,2020,28899.0
Cherokee Summit,2022,42055.5
Cherokee Summit,2023,47432.75
Cherokee Summit,2024,49499.0
Cherokee Trackhawk,2018,67991.0
Cherokee Trailhawk,2014,12807.0
Cherokee Trailhawk,2015,15991.0
Cherokee Trailhawk,2017,18532.5
Cherokee Trailhawk,2018,16556.5
Cherokee Trailhawk,2019,19326.333333333332
Cherokee Trailhawk,2020,21862.5
Cherokee Trailhawk,2021,26859.75
Cherokee Trailhawk,2022,32755.0
Cherokee Trailhawk Elite,2019,22949.0
Cherokee WK Laredo X,2022,27998.0
Cherokee WK Limited,2022,27426.0
City Express 1LT,2017,13499.0
Civic EX,2015,14998.0
Civic EX,2016,14995.0
Civic EX,2017,17697.0
Civic EX,2020,21225.0
Civic EX,2021,22151.0
Civic EX,2022,25512.0
Civic EX-L,2013,12999.0
Civic EX-L,2016,16424.0
Civic EX-L,2018,20000.0
Civic EX-L,2019,18994.0
Civic EX-L,2020,22243.0
Civic EX-L,2022,22995.0
Civic EX-L,2023,25877.0
Civic EX-T,2016,15290.0
Civic Hybrid Sport,2025,30797.0
Civic LX,2012,10500.0
Civic LX,2014,13490.0
Civic LX,2015,13299.5
Civic LX,2016,11989.0
Civic LX,2017,12388.0
Civic LX,2020,18274.0
Civic LX,2021,20795.0
Civic LX,2024,24497.5
Civic Sport,2017,19571.0
Civic Sport,2019,19184.0
Civic Sport,2020,19800.0
Civic Sport,2021,20894.666666666668
Civic Sport,2022,24120.25
Civic Sport,2023,25060.2
Civic Sport,2024,25920.5
Civic Sport,2025,29995.0
Civic Sport Touring,2020,25998.0
Civic Sport Touring,2022,28449.5
Civic Touring,2017,20714.0
Civic Touring,2022,25526.0
Civic Touring,2024,27944.0
Clarity Plug-In Hybrid,2018,23558.0
Classic SLT,2021,24463.333333333332
Classic SLT,2022,28420.333333333332
Classic SLT,2023,29749.5
Classic Tradesman,2019,30995.0
Classic Tradesman,2020,22995.0
Classic Tradesman,2022,26595.0
Classic Warlock,2023,30988.0
Classic Warlock Crew Cab 4x4 5'7' Box,2024,35236.0
Classic Warlock Quad Cab 4x4 6'4' Box,2022,29619.0
Clubman Cooper S ALL4,2021,26891.0
Clubman Cooper S ALL4,2023,22495.0
Colorado 2WD Work Truck,2023,26488.0
Colorado 4WD LT,2022,27000.0
Colorado LT,2015,17225.0
Colorado LT,2021,19748.714285714286
Colorado LT,2022,20863.8
Colorado LT,2023,35091.0
Colorado LT,2024,34741.0
Colorado LT Trail Boss,2024,43998.0
Colorado Trail Boss,2023,40121.333333333336
Colorado Trail Boss,2024,39880.0
Colorado W/T,2007,10990.0
Colorado WT,2017,17962.0
Colorado WT,2018,17821.5
Colorado WT,2019,18122.5
Colorado WT,2021,24997.0
Colorado WT,2022,22822.0
Colorado WT,2024,35498.0
Colorado Z71,2016,19945.0
Colorado Z71,2017,21201.0
Colorado Z71,2018,28000.0
Colorado Z71,2019,27141.0
Colorado Z71,2020,22249.0
Colorado Z71,2021,33217.5
Colorado Z71,2022,31278.2
Colorado ZR2,2017,24700.0
Colorado ZR2,2020,34000.0
Colorado ZR2,2021,35889.5
Colorado ZR2,2022,37337.0
Colorado ZR2,2024,47971.0
Compass (RED) Edition 4x4,2023,21203.0
Compass 80th Special Edition,2021,21366.0
Compass Altitude,2019,15988.0
Compass Altitude,2023,25881.0
Compass High Altitude,2016,9993.0
Compass High Altitude,2017,13990.0
Compass High Altitude,2020,19983.0
Compass High Altitude,2022,25112.166666666668
Compass High Altitude,2023,26947.0
Compass Latitude,2013,6995.0
Compass Latitude,2016,10896.0
Compass Latitude,2018,13694.0
Compass Latitude,2019,17244.5
Compass Latitude,2020,18957.5
Compass Latitude,2021,20500.0
Compass Latitude,2022,21619.583333333332
Compass Latitude,2023,23850.0
Compass Latitude,2024,21588.0
Compass Latitude Lux,2022,22624.75
Compass Latitude Lux,2024,30065.0
Compass Limited,2018,16834.166666666668
Compass Limited,2019,18229.0
Compass Limited,2020,18999.0
Compass Limited,2021,18044.2
Compass Limited,2022,22852.333333333332
Compass Limited,2023,26134.833333333332
Compass Limited,2024,28376.0
Compass Limited,2025,27999.5
Compass Sport,2015,7495.0
Compass Sport,2018,13995.0
Compass Sport,2021,16898.5
Compass Sport,2024,24597.0
Compass Trailhawk,2020,15975.0
Compass Trailhawk,2021,20999.0
Compass Trailhawk,2022,24671.666666666668
Compass Trailhawk,2023,26444.5
Compass Trailhawk,2024,28320.0
Continental GT GT First Edition,2020,159998.0
Continental GT Mulliner,2012,68950.0
Continental GT Mulliner V8,2024,279800.0
Continental GT V8,2013,52777.0
Continental GT V8,2016,64995.0
Continental GT V8 S,2016,96645.0
Continental GT W12,2017,129900.0
Continental Premier,2017,13995.0
Continental Select,2019,25485.5
Continental Standard,2020,14750.0
Convertible Cooper S,2019,22992.0
Convertible Cooper S,2022,30898.0
Convertible Cooper S,2024,27696.333333333332
Cooper Clubman Base,2012,8997.0
Cooper Cooper Hatchback 2D,2012,6500.0
Corolla Cross LE,2022,25827.0
Corolla Cross LE,2024,28343.0
Corolla Cross XLE,2023,26200.0
Corolla Hatchback SE,2021,22998.0
Corolla Hybrid LE,2021,22500.0
Corolla Hybrid LE,2023,23799.0
Corolla Hybrid LE,2024,26768.0
Corolla Hybrid SE,2023,21100.0
Corolla Hybrid SE,2024,31994.5
Corolla Hybrid XLE,2023,21972.0
Corolla L,2016,10928.0
Corolla L,2017,15384.0
Corolla L,2018,15795.0
Corolla LE,2005,7495.0
Corolla LE,2009,7300.0
Corolla LE,2010,6495.0
Corolla LE,2013,11857.333333333334
Corolla LE,2014,9499.0
Corolla LE,2015,12911.0
Corolla LE,2018,14496.5
Corolla LE,2020,18847.5
Corolla LE,2021,18559.5
Corolla LE,2022,19311.53846153846
Corolla LE,2023,21087.285714285714
Corolla LE,2024,22351.571428571428
Corolla LE,2025,23459.0
Corolla LE Premium,2014,10288.0
Corolla S,2010,8999.0
Corolla S,2011,10990.0
Corolla S Premium,2015,11295.0
Corolla SE,2017,13995.0
Corolla SE,2019,20988.0
Corolla SE,2020,16945.5
Corolla SE,2023,22140.5
Corolla SE,2024,24205.333333333332
Corolla SE,2025,24999.0
Corolla XLE,2020,20000.0
Corolla XSE,2021,21755.0
Corolla XSE,2024,30999.0
Corolla iM Base,2018,15896.0
Corsair Grand Touring,2022,36998.0
Corsair Premiere,2025,41915.0
Corsair Reserve,2020,25690.0
Corsair Reserve,2021,32773.0
Corsair Reserve,2022,33379.2
Corsair Reserve,2023,39176.0
Corsair Reserve,2024,44250.0
Corsair Reserve/201A Equipment/ElementPkg/CoPilot360+,2021,32553.0
Corsair Standard,2021,24747.0
Corsair Standard,2022,31111.333333333332
Corsair Standard,2023,31199.0
Countryman Cooper,2022,20605.0
Countryman Cooper,2023,33000.0
Countryman Cooper S,2016,8994.0
Countryman Cooper S ALL4,2016,11783.0
Countryman Cooper S ALL4,2018,17495.0
Countryman Cooper S ALL4,2025,42095.0
Countryman John Cooper Works ALL4,2024,41500.0
Crosstour EX-L,2013,7500.0
Crosstrek 2.0i,2018,13000.0
Crosstrek 2.0i,2019,22526.0
Crosstrek 2.0i Limited,2016,15472.5
Crosstrek 2.0i Limited,2017,14997.0
Crosstrek 2.0i Limited,2018,20142.0
Crosstrek 2.0i Limited,2019,21929.0
Crosstrek 2.0i Premium,2016,12647.4
Crosstrek 2.0i Premium,2017,14073.333333333334
Crosstrek 2.0i Premium,2018,18853.75
Crosstrek 2.0i Premium,2019,17044.5
Crosstrek Base,2021,23150.0
Crosstrek Limited,2020,23997.0
Crosstrek Limited,2021,24573.333333333332
Crosstrek Limited,2023,27580.0
Crosstrek Limited,2024,31079.333333333332
Crosstrek Premium,2020,18985.0
Crosstrek Premium,2021,19792.0
Crosstrek Premium,2022,23312.333333333332
Crosstrek Premium,2023,25586.666666666668
Crosstrek Premium,2024,28002.5
Crosstrek Sport,2021,22081.666666666668
Crosstrek Sport,2022,26387.0
Crosstrek Sport,2023,26488.0
Crosstrek Sport,2024,32651.666666666668
Crosstrek Wilderness,2024,31523.333333333332
Crown XLE,2023,33000.0
Cruze 1LT,2014,8995.0
Cruze 1LT,2015,7495.0
Cruze 2LT,2014,6990.0
Cruze LS,2014,8000.0
Cruze LS,2017,9252.0
Cruze LS,2018,12777.0
Cruze LS,2019,12995.0
Cruze LS Auto,2016,11850.0
Cruze LT,2012,7534.0
Cruze LT,2017,10478.0
Cruze LT,2018,13433.5
Cruze LT,2019,12877.25
Cruze LTZ,2015,7998.0
Cruze Limited 1LT,2016,9622.75
Cruze Limited LTZ,2016,11874.0
Cullinan Base,2023,324997.0
Cullinan SUV,2022,339800.0
Cybertruck All-Wheel Drive,2024,88992.0
DB11 V8,2020,102218.0
DB12 Coupe,2024,248340.0
DBS Superleggera,2020,185800.0
DBX $211k MSRP Elegance Pack Sport Exhaust Hot Color Combo Loaded,2021,99800.0
DBX Base,2021,99915.0
Dart SXT,2013,7189.0
Dart SXT,2015,5499.0
Dawn Convertible,2018,189988.0
Dawn Convertible,2020,249800.0
DeVille Base,1990,19994.0
Defender 110 First Edition,2020,59600.0
Defender 110 P300,2024,58697.0
Defender 110 P300,2025,63747.0
Defender 110 S,2023,55863.0
Defender 110 X,2020,54000.0
Defender 110 X,2022,65980.0
Defender 90 75th Edition,2023,60475.0
Defender 90 V8,2023,72890.0
Discovery FIRST EDITION,2017,16950.0
Discovery HSE,2017,13986.0
Discovery HSE,2018,17745.0
Discovery HSE,2019,25340.0
Discovery HSE,2020,25325.0
Discovery HSE Luxury Td6 Diesel,2020,33980.0
Discovery Landmark Edition,2020,29588.0
Discovery P300 Dynamic SE,2024,53042.5
Discovery P300 R-Dynamic S,2022,41594.0
Discovery P300 S,2024,39296.5
Discovery P300 S R-Dynamic,2023,36697.0
