Model,Year,Price
Discovery P360 Dynamic SE,2024,68908.0
Discovery P360 HSE R-Dynamic,2023,53229.666666666664
Discovery P360 Metropolitan Edition,2023,57225.0
Discovery R-Dynamic HSE,2022,57998.0
Discovery SE,2019,23491.5
Discovery SE,2020,20997.0
Discovery Sport Core S,2024,41533.666666666664
Discovery Sport Dynamic SE,2024,48740.0
Discovery Sport HSE,2016,12492.5
Discovery Sport HSE,2017,13555.0
Discovery Sport HSE,2018,15995.0
Discovery Sport HSE,2019,18995.0
Discovery Sport HSE LUX,2018,21562.0
Discovery Sport R-Dynamic S,2020,22792.5
Discovery Sport R-Dynamic S,2022,30099.0
Discovery Sport R-Dynamic SE,2022,27350.0
Discovery Sport S,2020,23726.75
Discovery Sport S,2021,25863.333333333332
Discovery Sport S,2025,50997.0
Discovery Sport S R-Dynamic,2021,24891.5
Discovery Sport S R-Dynamic 4WD,2020,24479.0
Discovery Sport SE,2018,16477.0
Discovery Sport SE,2020,20979.333333333332
Discovery Sport SE,2021,27988.0
Discovery Sport SE R-Dynamic,2021,26671.0
Discovery Sport SE R-Dynamic,2022,32000.0
Discovery Sport SE R-Dynamic,2023,33580.0
Discovery Sport Standard,2020,24995.0
Durango Citadel,2015,15494.0
Durango Citadel,2016,16600.0
Durango Citadel,2017,18247.5
Durango Citadel,2022,37495.0
Durango Citadel AWD,2020,26826.0
Durango Express,2011,12896.0
Durango GT,2018,18321.666666666668
Durango GT,2019,22749.0
Durango GT,2023,29732.25
Durango GT,2024,39836.5
Durango GT AWD,2020,27949.0
Durango GT AWD,2021,28240.0
Durango GT AWD,2023,30995.0
Durango GT AWD,2024,35286.5
Durango GT AWD,2025,39999.0
Durango GT Plus,2021,29339.333333333332
Durango GT Plus,2022,32685.833333333332
Durango GT Plus,2023,30888.5
Durango GT Plus,2024,37778.25
Durango GT Premium AWD,2023,31616.0
Durango Limited,2014,13999.0
Durango Limited,2015,20995.0
Durango Limited,2016,15400.0
Durango Orange Sport AWD,2022,35256.0
Durango Pursuit,2020,21795.0
Durango R/T,2016,17975.0
Durango R/T,2018,25854.0
Durango R/T,2019,29160.0
Durango R/T,2021,34988.0
Durango R/T,2022,36519.0
Durango R/T,2023,41999.0
Durango R/T,2024,47836.0
Durango R/T AWD,2021,35785.5
Durango R/T AWD,2022,37925.0
Durango R/T Plus,2022,38300.0
Durango R/T Plus AWD,2022,38000.0
Durango R/T Plus AWD,2023,34100.0
Durango R/T Plus AWD,2024,49185.0
Durango R/T Premium AWD,2023,33995.0
Durango R/T Premium AWD,2024,51997.0
Durango SRT,2019,39774.0
Durango SRT 392 AWD,2022,56471.0
Durango SRT Hellcat AWD,2023,79995.0
Durango SRT Hellcat Premium AWD,2023,89000.0
Durango SXT,2013,8995.0
Durango SXT,2014,8950.0
Durango SXT,2017,15900.0
Durango SXT,2018,19713.0
Durango SXT,2023,28000.0
Durango SXT AWD,2021,23888.0
Durango SXT AWD,2023,30777.0
Durango SXT Plus,2021,26500.0
Durango SXT Plus,2024,42694.0
Durango Special Service,2015,16195.0
Durango Special Service,2016,17795.0
E Countryman Cooper S ALL4,2018,15988.0
E-Class 4MATIC,2014,16326.333333333334
E-Class 4MATIC,2015,12700.0
E-Class 4MATIC,2017,17494.0
E-Class 4MATIC,2018,27995.0
E-Class 4MATIC,2021,35895.0
E-Class 4MATIC,2022,51816.0
E-Class E 350,2024,55985.0
E-Class E 350,2025,64999.0
E-Class E 350 4MATIC,2014,14995.0
E-Class E 350 4MATIC,2021,36175.0
E-Class E 450 4MATIC,2021,48489.0
E-Class RWD Sedan,2021,36935.0
E-PACE 300 Sport P300 AWD Automatic,2021,23100.0
E-PACE R-Dynamic SE P300 AWD Automatic,2020,26800.0
E-PACE S,2018,20549.0
E-PACE SE,2018,18000.0
E-PACE SE,2022,33751.0
E-PACE SE P250 AWD Automatic,2020,22950.0
E-PACE SE P250 AWD Automatic,2021,27500.0
E-PACE SE P250 AWD Automatic,2022,30108.0
E250 Cargo,2012,11995.0
E350 Super Duty XLT,2014,18795.0
ELANTRA GLS,2013,7010.0
ELANTRA HEV Blue,2024,21647.0
ELANTRA HEV Limited,2023,26190.0
ELANTRA HEV Limited,2024,26100.0
ELANTRA LIMITED,2023,21205.0
ELANTRA Limited,2013,8874.0
ELANTRA Limited,2018,18469.0
ELANTRA Limited,2023,21540.0
ELANTRA Limited,2024,24590.0
ELANTRA N Line,2022,20400.0
ELANTRA N Line,2023,22500.0
ELANTRA SE,2014,5657.0
ELANTRA SE,2016,11549.5
ELANTRA SE,2017,11044.2
ELANTRA SE,2018,12775.5
ELANTRA SE,2019,10500.0
ELANTRA SE,2020,13125.5
ELANTRA SEL,2018,9701.333333333334
ELANTRA SEL,2019,11688.5
ELANTRA SEL,2020,14153.0
ELANTRA SEL,2021,16997.0
ELANTRA SEL,2022,18831.2
ELANTRA SEL,2023,21059.666666666668
ELANTRA SEL,2024,21081.333333333332
ELANTRA SEL,2025,21595.0
ELANTRA SEL Convenience,2025,24897.0
ELANTRA Sport,2015,11577.0
ELANTRA Value Edition,2018,14746.0
ELANTRA Value Edition,2020,14765.0
EQB 250 Base,2024,42992.0
EQB 300 4MATIC,2022,32990.0
EQB 300 4MATIC,2023,44391.0
EQB 300 4MATIC,2024,46957.0
EQB 300 Base 4MATIC,2024,44781.0
EQB 350 4MATIC,2022,31994.0
EQB 350 4MATIC,2024,45844.0
EQE 350 4MATIC,2024,69119.0
EQE 350 4MATIC+,2023,43573.0
EQE 500 4MATIC,2023,52631.5
EQE 500 4MATIC,2024,65994.0
EQS 450 4MATIC,2023,48472.0
EQS 450 4MATIC,2024,88440.5
EQS 450 Base 4MATIC,2023,46995.0
EQS 450+ 4MATIC,2022,55205.0
EQS 580 S 580 4MATIC,2023,65980.0
ES 300h Base,2017,21985.0
ES 300h Base,2022,39777.0
ES 300h Luxury,2022,43908.0
ES 350 Base,2016,22910.0
ES 350 Base,2022,38159.333333333336
EV Denali Edition 1,2024,82472.0
EV6 GT,2023,44895.0
Eclipse Cross,2022,16515.0
Eclipse Cross ES,2019,12950.0
Eclipse Cross ES,2020,12995.0
Eclipse Cross LE,2018,13000.0
Eclipse Cross SE,2018,15999.0
Eclipse Cross SE,2024,20855.0
Eclipse Cross SEL,2022,21329.0
Eclipse Spyder GS Sport,2011,7900.0
EcoBoost,2024,34990.0
EcoBoost Premium,2016,16949.0
EcoBoost Premium,2021,28541.0
EcoBoost Premium,2022,24137.25
EcoBoost Premium,2023,27609.666666666668
EcoBoost Premium,2024,34154.0
EcoSport S,2020,15998.0
EcoSport S,2022,16502.0
EcoSport SE,2018,13045.0
EcoSport SE,2019,13557.333333333334
EcoSport SE,2020,17972.0
EcoSport SE,2021,17795.0
EcoSport SE,2022,17267.5
EcoSport SES,2018,11949.0
EcoSport SES,2021,19030.0
EcoSport SES,2022,20750.0
EcoSport Titanium,2019,15750.0
EcoSport Titanium,2020,17401.0
EcoSport Titanium,2021,18747.0
Edge Limited,2010,9249.0
Edge Limited,2012,7990.0
Edge Limited,2013,5999.0
Edge Limited,2014,13493.0
Edge SE,2015,6900.0
Edge SE,2016,9856.5
Edge SE,2021,19997.5
Edge SE,2022,23179.0
Edge SE,2024,26150.0
Edge SEL,2013,7998.0
Edge SEL,2015,9949.0
Edge SEL,2016,15500.0
Edge SEL,2017,12316.333333333334
Edge SEL,2019,16167.5
Edge SEL,2020,19953.25
Edge SEL,2021,23996.5
Edge SEL,2022,24337.090909090908
Edge SEL,2023,23058.3
Edge SEL,2024,27420.714285714286
Edge ST,2019,21648.0
Edge ST,2020,23577.0
Edge ST,2022,33391.666666666664
Edge ST Line,2022,29726.166666666668
Edge ST Line,2023,32995.0
Edge ST Line,2024,35893.25
Edge Sport,2014,15895.0
Edge Sport,2015,14977.0
Edge Sport,2021,25984.0
Edge Sport,2024,35984.0
Edge Titanium,2016,10745.0
Edge Titanium,2017,15998.0
Edge Titanium,2018,19000.0
Edge Titanium,2019,18082.5
Edge Titanium,2020,19492.0
Edge Titanium,2021,22694.0
Edge Titanium,2022,23049.166666666668
Edge Titanium,2023,25652.428571428572
Edge Titanium,2024,34693.0
Eight Base,1940,32495.0
Elantra GT Base,2013,7950.0
Elantra Touring GLS,2010,6314.0
Electrified GV70 Advanced,2024,53863.0
Enclave 1XL,2010,14998.0
Enclave 1XL,2011,6995.0
Enclave AWD Avenir,2021,28915.666666666668
Enclave AWD Avenir,2022,39991.0
Enclave AWD Essence,2022,31978.333333333332
Enclave AWD Premium,2022,27036.25
Enclave Avenir,2018,26998.0
Enclave Avenir,2019,26780.0
Enclave Avenir,2023,44000.0
Enclave Essence,2018,17500.0
Enclave Essence,2019,16287.5
Enclave Essence,2020,25998.0
Enclave Essence,2022,32652.666666666668
Enclave Essence AWD,2023,38663.5
Enclave Essence FWD,2023,31899.0
Enclave FWD Essence,2020,23995.0
Enclave FWD Essence,2021,26441.5
Enclave FWD Premium,2021,32990.0
Enclave FWD Premium,2022,29940.0
Enclave Leather,2014,10975.0
Enclave Leather,2015,13997.333333333334
Enclave Leather,2016,11307.0
Enclave Leather,2017,10800.0
Enclave Premium,2012,6494.0
Enclave Premium,2016,15992.5
Enclave Premium,2017,16546.5
Enclave Premium,2018,23500.0
Enclave Premium AWD,2023,38385.0
Enclave Premium FWD,2023,31949.0
Encore Base,2013,9995.0
Encore Base,2014,10400.0
Encore Base,2016,11247.0
Encore Convenience,2016,9875.0
Encore Essence,2017,13995.0
Encore Essence,2018,13136.0
Encore Essence,2019,17237.0
Encore GX Avenir,2024,28394.0
Encore GX Avenir,2025,29250.0
Encore GX Essence,2020,21900.0
Encore GX Essence,2021,16997.0
Encore GX Essence,2022,23068.25
Encore GX Essence,2023,24887.5
Encore GX Preferred,2021,17458.333333333332
Encore GX Preferred,2022,20803.5
Encore GX Preferred,2023,21139.6
Encore GX Preferred,2024,23477.0
Encore GX Select,2020,17365.0
Encore GX Select,2021,19346.6
Encore GX Select,2022,21110.0
Encore GX Select,2023,22934.5
Encore GX Sport Touring,2024,23963.88888888889
Encore Leather,2016,11997.5
Encore Preferred,2017,13323.333333333334
Encore Preferred,2018,12487.0
Encore Preferred,2019,13979.8
Encore Preferred,2020,15877.0
Encore Preferred,2021,16797.0
Encore Preferred,2022,19798.7
Encore Preferred II,2017,15796.5
Encore Premium,2017,12998.0
Envision AWD Essence,2020,20475.0
Envision AWD Essence,2021,25838.5
Envision Essence,2019,20997.0
Envision Essence,2022,26458.5
Envision Essence,2023,28265.333333333332
Envision Essence FWD,2023,25433.166666666668
Envision FWD Avenir,2021,23695.0
Envision FWD Essence,2020,20950.0
Envision FWD Essence,2022,25997.5
Envision FWD Preferred,2021,21950.0
Envision FWD Preferred,2022,23417.0
Envision Preferred,2023,22998.0
Envision Preferred AWD,2024,29793.0
Envision Preferred AWD,2025,34995.0
Envision Preferred FWD,2023,23104.0
Envision Premium I,2017,13195.0
Envision Premium I,2019,19850.0
Envision Premium II,2019,19825.0
Envista Avenir,2024,25400.0
Envista Avenir FWD,2024,30703.5
Envista Avenir FWD,2025,28845.0
Envista Preferred,2024,24954.333333333332
Envista Preferred FWD,2024,23794.0
Envista Sport Touring,2024,25997.0
Envista Sport Touring FWD,2024,26999.0
Eos Komfort,2012,12990.0
Eos Komfort,2013,19950.0
Eos Turbo,2008,4499.0
Equinox 1LT,2013,8149.75
Equinox 1LT,2015,10015.0
Equinox 1LT,2017,11547.0
Equinox 1LT,2018,14249.5
Equinox 1LT,2019,15482.2
Equinox 1LT,2020,18327.88888888889
Equinox 1LT,2021,20003.666666666668
Equinox 1LT,2022,22171.5
Equinox 1LT,2023,21583.4
Equinox 1LT,2024,23224.0
Equinox 1LT,2025,31567.0
Equinox 2LT,2013,7661.25
Equinox 2LT,2014,8799.0
Equinox 2LT,2018,15943.666666666666
Equinox 2LT,2020,16210.0
Equinox 2LT,2023,21995.0
Equinox AWD RS,2022,27235.333333333332
Equinox AWD RS,2023,28449.0
Equinox AWD RS,2024,29674.5
Equinox AWD RS,2025,33691.0
Equinox EV RS,2024,36515.333333333336
Equinox FWD RS,2022,25118.5
Equinox FWD RS,2023,24981.0
Equinox FWD RS,2024,29393.0
Equinox LS,2014,7956.0
Equinox LS,2015,9795.0
Equinox LS,2016,8995.0
Equinox LS,2017,11194.0
Equinox LS,2018,14425.0
Equinox LS,2019,14790.0
Equinox LS,2020,18531.0
Equinox LS,2021,16080.0
Equinox LS,2022,21884.714285714286
Equinox LS,2023,21870.85714285714
Equinox LS,2024,22628.25
Equinox LT,2016,8988.5
Equinox LT,2018,15188.5
Equinox LT,2019,18498.0
Equinox LT,2023,24998.0
Equinox LT,2024,23338.0
Equinox LTZ,2012,9500.0
Equinox LTZ,2015,10997.0
Equinox LTZ,2016,9990.0
Equinox Premier,2017,15701.666666666666
Equinox Premier,2018,15590.0
Equinox Premier,2019,19599.0
Equinox Premier w/1LZ,2021,16999.0
Equinox Premier w/1LZ,2022,25561.5
Equinox Premier w/1LZ,2023,27681.0
Equinox Premier w/2LZ,2018,15170.5
Equinox Premier w/2LZ,2019,21950.0
Equinox Premier w/2LZ,2020,21443.0
Equinox RS,2022,24800.0
Equinox RS,2024,26941.0
Escalade ESV Luxury,2015,27891.5
Escalade ESV Luxury,2017,27069.0
Escalade ESV Luxury,2018,30000.0
Escalade ESV Luxury,2021,61950.0
Escalade ESV Platinum,2020,46445.0
Escalade ESV Platinum Edition,2014,22977.0
Escalade ESV Premium,2016,33625.0
Escalade ESV Premium Luxury,2019,31900.0
Escalade ESV Premium Luxury,2020,40850.0
Escalade ESV Premium Luxury,2022,68991.0
Escalade ESV Premium Luxury,2023,78945.0
Escalade ESV Premium Luxury,2024,89700.0
Escalade ESV Premium Luxury Platinum,2021,72654.0
Escalade ESV Sport,2022,67888.0
Escalade ESV Sport Platinum,2021,72003.0
Escalade ESV Sport Platinum,2023,92980.0
Escalade ESV Sport Platinum,2024,99995.0
Escalade Luxury,2017,30546.0
Escalade Premium Luxury,2021,56743.0
Escalade Premium Luxury,2022,65095.0
Escalade Premium Luxury,2023,63995.0
Escalade Sport,2021,64489.0
Escalade Sport,2023,76631.0
Escalade Sport Platinum,2023,89800.0
Escalade Sport Platinum,2024,99997.0
Escalade V-Series,2023,169000.0
Escalade V-Series,2025,198914.0
Escape Active,2023,24167.0
Escape Active,2024,26761.0
Escape Active,2025,28790.0
Escape Base,2024,31495.0
Escape Base,2025,39995.0
Escape Hybrid Hybrid,2010,11795.0
Escape Limited,2012,5995.0
Escape Platinum,2024,32777.0
Escape S,2017,13500.0
Escape S,2022,19177.0
Escape SE,2013,11905.5
Escape SE,2014,9385.8
Escape SE,2015,9998.0
Escape SE,2016,10209.2
Escape SE,2017,12011.166666666666
Escape SE,2018,11317.57142857143
Escape SE,2019,14681.8
Escape SE,2020,16375.0
Escape SE,2021,17808.666666666668
Escape SE,2022,21726.4
Escape SEL,2013,7986.0
Escape SEL,2018,12189.333333333334
Escape SEL,2019,16448.0
Escape SEL,2020,19532.0
Escape SEL,2021,19805.2
Escape SEL,2022,22534.25
Escape SEL Hybrid,2022,23688.0
Escape ST-Line,2023,24996.666666666668
Escape ST-Line,2024,25909.25
Escape ST-Line,2025,32320.0
Escape ST-Line Elite,2023,25478.0
Escape ST-Line Select,2024,34242.5
Escape Titanium,2013,10490.0
Escape Titanium,2014,12028.142857142857
Escape Titanium,2015,14199.5
Escape Titanium,2017,12278.0
Escape Titanium,2018,16250.333333333334
Escape Titanium,2019,18995.0
Escape Titanium,2020,20463.333333333332
Escape Titanium,2021,21990.0
Escape Titanium,2022,25501.428571428572
Escape XLT,2011,4890.0
Expedition EL Eddie Bauer,2007,9999.0
Expedition King Ranch,2021,57997.0
Expedition LIMITED,2022,55816.0
Expedition Limited,2016,13995.0
Expedition Limited,2017,8999.0
Expedition Limited,2018,31576.0
Expedition Limited,2021,37497.0
Expedition Limited,2022,45999.0
Expedition Limited,2023,43349.5
Expedition Limited,2024,61742.0
Expedition Max Limited,2019,27977.0
Expedition Max Limited,2021,31417.0
Expedition Max Limited,2023,45096.5
Expedition Max Platinum,2023,67995.0
Expedition Max XLT,2021,31999.0
Expedition Max XLT,2024,63255.0
Expedition XL,2016,9995.0
Expedition XLT,2017,14995.0
Expedition XLT,2018,30920.0
Expedition XLT,2021,35000.0
Explorer Active,2025,41260.0
Explorer Base,2014,11999.0
Explorer Base,2016,15195.0
Explorer Base,2017,21895.0
Explorer Limited,1994,9995.0
Explorer Limited,2013,10388.0
Explorer Limited,2015,13336.5
Explorer Limited,2016,14595.0
Explorer Limited,2017,19746.5
Explorer Limited,2018,16627.0
Explorer Limited,2020,26120.0
Explorer Limited,2021,29040.666666666668
Explorer Limited,2022,28913.25
Explorer Limited,2023,30000.0
Explorer Platinum,2016,20498.0
Explorer Platinum,2020,29046.4
Explorer Platinum,2021,33442.5
Explorer Platinum,2025,52544.0
Explorer ST,2020,30503.0
Explorer ST,2021,32634.333333333332
Explorer ST,2023,47932.75
Explorer ST,2024,49988.0
Explorer ST-Line,2023,38214.0
Explorer Sport,2016,14005.0
Explorer Sport,2018,23770.0
Explorer Timberline,2022,33801.0
Explorer XLT,2013,8500.0
Explorer XLT,2014,7580.0
Explorer XLT,2015,9888.0
Explorer XLT,2016,13242.75
Explorer XLT,2017,13868.5
Explorer XLT,2018,17659.666666666668
Explorer XLT,2019,19875.0
Explorer XLT,2020,25487.0
Explorer XLT,2021,25219.0
Explorer XLT,2022,30173.285714285714
Explorer XLT,2023,32935.5
Explorer XLT,2024,37694.75
Explorer sport,2017,16995.0
Express,2017,21413.0
Express,2018,18863.333333333332
Express 1500 Cargo,2009,18690.0
Express 1500 Cargo,2011,12900.0
Express 1500 Work Van,2013,14850.0
Express 1500 Work Van,2014,7500.0
Express 2500 *Explorer Limited SE Hi-Top* *9-Passenger*,2017,55900.0
Express 2500 LS,2013,29995.0
Express 2500 LS,2014,17499.0
Express 2500 LS,2023,37694.0
Express 2500 LT,2019,29964.0
Express 2500 RWD 2500 Extended Wheelbase WT,2023,33530.0
Express 2500 RWD 2500 Regular Wheelbase WT,2022,32473.2
Express 2500 Work Van,2012,8995.0
Express 2500 Work Van,2015,9995.0
Express 2500 Work Van,2016,52995.0
Express 2500 Work Van,2018,14413.333333333334
Express 2500 Work Van,2019,18365.0
Express 2500 Work Van,2020,17995.0
Express 2500 Work Van,2023,34271.666666666664
Express 3500 3500 3dr Extended Cargo Van,2018,23395.0
Express 3500 3500 Cargo Extended,2016,15785.0
Express 3500 LS,2012,24795.0
Express 3500 LS,2017,15450.0
Express 3500 LT,2015,19800.0
Express 3500 LT,2019,24500.0
Express 3500 RWD 3500 Extended Wheelbase LS,2022,33955.666666666664
Express 3500 RWD 3500 Extended Wheelbase LS,2023,36995.0
Express 3500 RWD 3500 Extended Wheelbase LT,2021,23999.0
Express 3500 RWD 3500 Extended Wheelbase LT,2024,49999.0
Express 3500 Work Van,2015,14480.0
Express 3500 Work Van,2016,15475.0
Express 3500 Work Van,2019,19534.5
F-150 FLASH,2024,59130.0
F-150 Harley-Davidson,2012,13998.0
F-150 King Ranch,2015,22200.0
F-150 King Ranch,2022,61497.0
F-150 Lariat,2013,12986.0
F-150 Lariat,2015,40900.0
F-150 Lariat,2017,19499.0
F-150 Lariat,2018,27997.0
F-150 Lariat,2019,33979.0
F-150 Lariat,2020,22945.0
F-150 Lariat,2021,41567.4
F-150 Lariat,2022,43996.666666666664
F-150 Lariat,2023,49924.333333333336
F-150 Lariat,2024,61852.0
F-150 Lightning LARIAT,2023,53427.0
F-150 Lightning LARIAT,2024,63999.0
F-150 Lightning Platinum,2023,72999.0
F-150 Lightning Platinum,2024,77918.0
F-150 Lightning XLT,2023,41500.0
F-150 Limited,2020,37946.0
F-150 Platinum,2016,32800.0
F-150 Platinum,2018,24298.0
F-150 Platinum,2022,50888.0
F-150 Raptor,2018,43702.5
F-150 Raptor,2019,36900.0
F-150 Raptor,2020,62741.0
F-150 STX,2024,43428.0
F-150 SVT Raptor,2017,40998.0
F-150 SVT Raptor SuperCab,2010,37888.0
F-150 Tremor,2022,45590.0
F-150 Tremor,2023,59910.25
F-150 XL,2014,10220.0
F-150 XL,2015,11900.0
F-150 XL,2016,16500.0
F-150 XL,2017,18395.0
F-150 XL,2018,18995.0
F-150 XL,2019,27995.0
F-150 XL,2021,30648.0
F-150 XL,2022,33416.0
F-150 XL,2023,49139.0
F-150 XLT,2011,5600.0
F-150 XLT,2013,13895.0
F-150 XLT,2016,22671.0
F-150 XLT,2017,23599.0
F-150 XLT,2018,26426.333333333332
F-150 XLT,2019,23039.0
F-150 XLT,2020,30631.4
F-150 XLT,2021,33786.142857142855
F-150 XLT,2022,39156.857142857145
F-150 XLT,2023,43368.77777777778
F-150 XLT,2024,47465.0
F-150 XLT SuperCab,2005,9990.0
F-250 Lariat,2011,18896.0
F-250 XL,2012,8250.0
F-250 XL,2016,15995.0
F-250 XL,2017,19195.0
F-250 XL,2019,31432.0
F-250 XL,2020,24795.0
F-250 XL,2022,34777.0
F-250 XL SuperCab 4WD,2017,13995.0
F-250 XLT,2015,19425.0
F-250 XLT,2017,28950.0
F-250 XLT,2022,48995.0
F-350 Lariat,2009,13995.0
F-350 Lariat,2021,54987.5
F-350 Lariat,2022,72999.0
F-350 Lariat Super Duty,2019,52887.0
F-350 Lariat Super Duty,2022,67875.0
F-350 Limited,2019,64999.0
F-350 Platinum,2015,31575.0
F-350 XL,2009,27949.0
F-350 XL,2011,19949.0
F-350 XL,2015,26495.0
F-350 XL,2016,16950.0
F-350 XL,2018,28475.0
F-350 XL,2020,26695.0
F-350 XL,2022,37999.0
F-350 XL,2024,57987.0
F-350 XLT,2019,40995.0
F-350 XLT,2021,42950.0
F-450 Lariat,2011,19850.0
F-450 Platinum,2022,84995.0
F-450 XL,2015,26900.0
F-450 XL,2016,32749.0
F-450 XL,2022,85781.0
F-450 XL,2024,69995.0
F-PACE 20d Prestige,2017,16995.0
F-PACE 25t R-Sport,2019,18900.0
F-PACE 30t R-Sport,2018,19999.0
F-PACE 35t Portfolio,2018,36888.0
F-PACE 35t Prestige,2017,17695.0
F-PACE P250 R-Dynamic S,2024,47972.5
F-PACE P250 R-Dynamic S,2025,61778.0
F-PACE Prestige P250 AWD Automatic,2020,21495.0
F-PACE R-Dynamic S P250 AWD Automatic,2024,47997.0
F-PACE R-Dynamic S P250 AWD Automatic,2025,54986.0
F-PACE S,2017,26500.0
F-PACE S,2020,33890.0
F-PACE S,2021,33895.0
F-PACE S P250 AWD Automatic,2021,32483.5
F-PACE S P250 AWD Automatic,2023,40560.0
F-PACE SVR P550 AWD Automatic,2020,45888.0
F-PACE SVR P550 AWD Automatic,2022,49888.0
F-TYPE R AWD Automatic,2023,89800.0
F12berlinetta Base,2015,289900.0
F12berlinetta Base,2016,269999.0
F40 F40,1992,3499900.0
F430 Spider,2007,264999.0
F8 Spider Base,2022,429999.0
F8 Spider Convertible,2023,449888.0
F8 Tributo Base,2021,319499.0
FX35 Base,2010,5980.0
Fiesta S,2019,15998.0
Fiesta SE,2017,8499.0
Fiesta ST Line,2019,12895.0
Fiesta Titanium,2015,9995.0
Fit Base,2010,8444.0
Fit Base,2012,10945.0
Fit Base,2013,6291.0
Fit EX,2017,20998.0
Fit EX,2019,16990.0
Fit EX-L,2016,15846.5
Fit LX,2016,15124.0
Fit LX,2020,16995.0
Fit Sport,2009,6477.0
Fit Sport,2010,9894.0
Flex Limited,2018,16850.0
Flex Limited,2019,21633.0
Flex SEL,2009,5950.0
Flex SEL,2012,6500.0
Flex SEL,2014,9495.0
Flying Spur W12,2022,179800.0
Flying Spur W12 S,2018,109998.0
Focus Electric,2014,11599.0
Focus S,2016,6490.0
Focus SE,2013,6494.5
Focus SE,2014,6595.0
Focus SE,2015,11188.0
Focus SE,2016,11247.666666666666
Focus SE,2017,7991.0
Focus SE,2018,11118.5
Focus ST Base,2016,12458.0
Focus Titanium,2017,11998.0
Forester,2023,27998.0
Forester 2.0XT Touring,2015,18889.0
Forester 2.0XT Touring,2016,17895.0
Forester 2.0XT Touring,2017,17980.0
Forester 2.0XT Touring,2018,22995.0
Forester 2.5I Limited,2015,18998.0
Forester 2.5I Premium,2017,16998.0
Forester 2.5i,2018,14947.0
Forester 2.5i Limited,2014,10245.0
Forester 2.5i Limited,2017,16743.5
Forester 2.5i Limited,2018,15988.0
Forester 2.5i Premium,2017,13206.5
Forester 2.5i Premium,2018,19600.0
Forester 2.5i Touring,2018,20391.5
Forester Base,2022,25594.5
Forester Limited,2019,17999.0
Forester Limited,2020,24231.333333333332
Forester Limited,2021,27430.0
Forester Limited,2022,29619.0
Forester Limited,2023,30976.0
Forester Limited,2024,35176.8
Forester Limited,2025,37495.0
Forester Premium,2019,14498.0
Forester Premium,2020,18798.333333333332
Forester Premium,2021,19440.0
Forester Premium,2022,27920.5
Forester Sport,2020,24826.666666666668
Forester Sport,2021,27204.0
Forester Sport,2022,30505.0
Forester Sport,2023,29495.0
Forester Sport,2024,31750.0
Forester Sport,2025,35600.0
Forester Touring,2019,21888.0
Forester Touring,2021,24998.0
Forester Touring,2022,29888.0
Forester Touring,2023,32432.0
Forester Touring,2024,31998.0
Forester Wilderness,2022,28980.0
Forester Wilderness,2023,32850.0
Forester Wilderness,2024,35500.0
Forte EX,2014,10354.0
Forte EX,2015,6746.0
Forte EX,2021,16355.0
Forte FE,2021,13900.0
Forte GT,2022,18500.0
Forte GT,2023,20999.0
Forte GT-Line,2021,19369.0
Forte GT-Line,2023,21085.428571428572
Forte GT-Line,2024,22103.0
Forte LX,2014,6600.0
Forte LX,2017,10880.0
Forte LX,2018,10678.0
Forte LXS,2019,14298.5
Forte LXS,2020,11498.0
Forte LXS,2021,15657.2
Forte LXS,2022,18695.0
Forte LXS,2023,18186.714285714286
Forte LXS,2024,18200.0
Forte SX,2010,8000.0
Frontier PRO-4X,2022,33010.0
Frontier PRO-4X,2023,35369.0
Frontier S,2022,20950.0
Frontier S,2024,32798.0
Frontier SL,2024,40998.0
Frontier SV,2014,20195.0
Frontier SV,2016,15495.0
Frontier SV,2022,26524.5
Frontier SV,2023,30778.75
Frontier SV,2024,32594.5
Fusion Hybrid SE,2014,7950.0
Fusion Hybrid SE,2015,7418.0
Fusion Hybrid SE,2017,11999.0
Fusion Hybrid SE,2018,16466.0
Fusion Hybrid SE,2019,15998.0
Fusion Hybrid SE,2020,19495.0
Fusion Hybrid SEL,2019,18998.0
Fusion Hybrid Titanium,2019,17998.5
Fusion S,2017,14995.0
Fusion S,2019,16489.0
Fusion SE,2008,6995.0
Fusion SE,2012,7985.0
Fusion SE,2013,7497.0
Fusion SE,2014,8979.666666666666
Fusion SE,2015,12547.0
Fusion SE,2016,10630.5
Fusion SE,2017,12343.0
Fusion SE,2018,13877.333333333334
Fusion SE,2020,16706.75
Fusion SEL,2012,7229.0
Fusion SEL,2020,14995.0
Fusion Titanium,2014,18985.0
Fusion Titanium,2015,9994.0
Fusion Titanium,2016,6995.0
Fusion Titanium,2020,14972.0
Fusion Titanium Hybrid,2014,10728.0
G-Class 4MATIC,2022,137999.0
G-Class G 550 4MATIC,2022,125659.0
G-Class SUV,2021,132999.0
G35x G35x Sedan 4D,2008,11500.0
G37 Journey,2013,21998.0
G37x Base,2011,7995.0
G37x Base,2012,8499.0
G37x Base,2013,11995.0
G37x G37x AWD,2011,10549.0
G6 GTP,2006,8995.0
G70 2.0T,2021,24985.0
G70 2.0T,2023,24998.0
G70 2.0T AWD,2022,29995.0
G70 2.0T AWD,2023,25888.0
G70 2.5T,2024,35795.0
G70 2.5T,2025,42599.666666666664
G70 2.5T AWD,2024,35328.0
G80 2.5T AWD,2022,33433.0
G80 2.5T AWD,2024,40572.0
